lane1_score,lane2_score,lane3_score,lane4_score,lane5_score,lane6_score,lane1_rank,lane2_rank,lane3_rank,lane4_rank,lane5_rank,lane6_rank,race_key,trifecta_odds,scores,ranks,true_order_prob,true_order_rank
1.7227703,-0.88717675,0.3223144,-1.204576,-2.2698448,0.008337822,1,6,3,2,4,5,2025-01-01-11-若 松,30.6,"[1.7227703332901, -0.8871767520904541, 0.32231441140174866, -1.204576015472412, -2.2698447704315186, 0.008337821811437607]","[1, 6, 3, 2, 4, 5]",0.001362675738342228,115
1.6186115,-0.08366445,-1.5004665,0.13000852,-1.5732486,-0.71086794,1,5,4,3,2,6,2025-01-01-12-若 松,27.8,"[1.618611454963684, -0.08366444706916809, -1.5004664659500122, 0.1300085186958313, -1.5732486248016357, -0.7108679413795471]","[1, 5, 4, 3, 2, 6]",0.00159860757054169,130
1.3383164,0.35325465,-0.48928365,-0.8736303,-0.8745676,-1.8751234,1,3,4,6,2,5,2025-01-02-01-若 松,69.1,"[1.3383164405822754, 0.35325464606285095, -0.48928365111351013, -0.8736302852630615, -0.8745676279067993, -1.875123381614685]","[1, 3, 4, 6, 2, 5]",0.005840484386714489,40
0.8455565,-0.64144695,-1.08143,-1.8531669,1.3691235,-0.95056444,1,3,4,6,2,5,2025-01-02-02-若 松,13.8,"[0.8455564975738525, -0.6414469480514526, -1.0814299583435059, -1.853166937828064, 1.3691234588623047, -0.950564444065094]","[1, 3, 4, 6, 2, 5]",0.02284612280080794,6
1.2722352,0.67994905,-0.31160182,-1.422471,-1.1856406,-0.66162527,3,4,6,5,1,2,2025-01-02-03-若 松,89.0,"[1.2722351551055908, 0.6799490451812744, -0.31160181760787964, -1.422471046447754, -1.185640573501587, -0.6616252660751343]","[3, 4, 6, 5, 1, 2]",0.00027764631464898497,316
1.2251027,-0.39866257,0.28823897,-2.0775504,-1.777758,0.98948,1,4,3,6,5,2,2025-01-02-04-若 松,11.3,"[1.2251026630401611, -0.3986625671386719, 0.2882389724254608, -2.0775504112243652, -1.777758002281189, 0.9894800186157227]","[1, 4, 3, 6, 5, 2]",0.05065721416232566,1
1.5150913,0.28409323,-0.80682874,0.6035004,-1.9266195,-1.6216679,1,3,2,4,5,6,2025-01-02-05-若 松,20.7,"[1.5150913000106812, 0.2840932309627533, -0.8068287372589111, 0.6035004258155823, -1.926619529724121, -1.6216678619384766]","[1, 3, 2, 4, 5, 6]",0.008211773746211385,32
1.4687235,-0.5404759,0.6637834,0.25563657,-1.9970186,-1.8519284,1,3,5,2,4,6,2025-01-02-06-若 松,20.9,"[1.4687235355377197, -0.5404759049415588, 0.6637833714485168, 0.2556365728378296, -1.997018575668335, -1.8519283533096313]","[1, 3, 5, 2, 4, 6]",0.0018766556379720507,95
1.6738191,-0.37674907,-0.9554789,-0.22759363,-0.37695533,-1.2504354,1,6,4,2,3,5,2025-01-02-07-若 松,4.7,"[1.6738190650939941, -0.37674906849861145, -0.9554789066314697, -0.22759363055229187, -0.3769553303718567, -1.2504353523254395]","[1, 6, 4, 2, 3, 5]",0.005128969513972042,52
1.6812651,-0.29545185,-0.46909428,-0.006879223,-1.4334738,-1.0832714,1,6,5,2,3,4,2025-01-02-08-若 松,21.7,"[1.681265115737915, -0.2954518496990204, -0.46909427642822266, -0.006879223044961691, -1.433473825454712, -1.0832713842391968]","[1, 6, 5, 2, 3, 4]",0.0024204403399011275,110
0.7275757,1.0189276,-0.40108114,-0.81494564,-0.9489435,-2.049261,1,2,3,5,6,4,2025-01-02-09-若 松,8.6,"[0.7275757193565369, 1.0189275741577148, -0.4010811448097229, -0.814945638179779, -0.9489434957504272, -2.0492610931396484]","[1, 2, 3, 5, 6, 4]",0.005942089157688501,44
1.5969354,-1.1374706,-0.6749926,0.60374206,0.08410838,-2.1028922,1,6,5,3,2,4,2025-01-02-10-若 松,11.0,"[1.5969353914260864, -1.1374706029891968, -0.6749926209449768, 0.6037420630455017, 0.0841083824634552, -2.1028921604156494]","[1, 6, 5, 3, 2, 4]",0.008161385988536373,31
1.6390117,-0.37239996,-0.20825104,-0.19157419,-2.1886866,-0.9724156,1,6,4,2,3,5,2025-01-02-11-若 松,38.9,"[1.6390117406845093, -0.3723999559879303, -0.20825104415416718, -0.19157418608665466, -2.1886866092681885, -0.9724156260490417]","[1, 6, 4, 2, 3, 5]",0.0016325000256086082,114
1.4741408,0.28477982,-0.08067017,-1.4259965,-0.59473974,-1.5162423,1,4,3,6,2,5,2025-01-02-12-若 松,135.9,"[1.4741407632827759, 0.284779816865921, -0.08067017048597336, -1.4259965419769287, -0.5947397351264954, -1.516242265701294]","[1, 4, 3, 6, 2, 5]",0.011676588044138904,20
0.59338003,1.9546695,-0.80887985,0.23850362,-0.8172318,-1.8919367,2,1,5,6,3,4,2025-01-03-01-若 松,34.4,"[0.5933800339698792, 1.95466947555542, -0.8088798522949219, 0.2385036200284958, -0.8172317743301392, -1.8919366598129272]","[2, 1, 5, 6, 3, 4]",0.0011160382892233707,140
1.6552837,-0.52638376,0.51290953,-0.19659105,-0.29133117,-2.1605453,5,6,1,2,4,3,2025-01-03-02-若 松,15.8,"[1.6552836894989014, -0.5263837575912476, 0.5129095315933228, -0.19659104943275452, -0.2913311719894409, -2.1605453491210938]","[5, 6, 1, 2, 4, 3]",3.504761094506042e-05,480
0.9549611,0.5214677,0.23946106,-0.69410866,0.36121544,-1.3465637,2,5,3,4,1,6,2025-01-03-03-若 松,46.0,"[0.9549611210823059, 0.5214676856994629, 0.23946106433868408, -0.6941086649894714, 0.3612154424190521, -1.346563696861267]","[2, 5, 3, 4, 1, 6]",0.0046160700451048494,60
1.2032735,-1.9224861,1.484455,0.21536203,-0.45759684,-1.1300482,3,6,1,2,5,4,2025-01-03-04-若 松,16.8,"[1.2032735347747803, -1.9224860668182373, 1.4844549894332886, 0.21536202728748322, -0.4575968384742737, -1.130048155784607]","[3, 6, 1, 2, 5, 4]",0.01711036495234157,13
0.9230612,1.3744849,0.30398256,0.24680158,-1.7180117,-1.2743497,2,3,1,5,4,6,2025-01-03-05-若 松,72.2,"[0.923061192035675, 1.374484896659851, 0.30398255586624146, 0.24680158495903015, -1.718011736869812, -1.2743496894836426]","[2, 3, 1, 5, 4, 6]",0.0025550602902465274,88
0.04260913,2.1815047,-0.16395307,-1.0207422,-0.2958846,-1.3685138,2,1,6,4,3,5,2025-01-03-06-若 松,9.6,"[0.04260912910103798, 2.181504726409912, -0.16395306587219238, -1.0207421779632568, -0.2958846092224121, -1.368513822555542]","[2, 1, 6, 4, 3, 5]",0.004493657394748754,63
1.4316851,-0.36869225,1.0461471,0.10873225,-0.16438761,-2.5920322,2,5,1,3,4,6,2025-01-03-07-若 松,145.3,"[1.4316850900650024, -0.3686922490596771, 1.046147108078003, 0.10873225331306458, -0.16438761353492737, -2.5920321941375732]","[2, 5, 1, 3, 4, 6]",0.03417038334707344,4
1.6349595,-0.23239493,-0.12190084,-0.7953967,-0.47350442,-1.3023084,2,1,5,4,6,3,2025-01-03-08-若 松,100.0,"[1.6349594593048096, -0.23239493370056152, -0.12190084159374237, -0.7953966856002808, -0.4735044240951538, -1.302308440208435]","[2, 1, 5, 4, 6, 3]",0.001116346277453634,224
1.3680305,-0.5706571,-0.5383811,1.2553782,-1.7177624,-1.4494889,1,6,2,3,4,5,2025-01-03-09-若 松,27.2,"[1.3680305480957031, -0.5706570744514465, -0.5383810997009277, 1.255378246307373, -1.7177623510360718, -1.449488878250122]","[1, 6, 2, 3, 4, 5]",0.002111278688465336,100
1.4836727,-1.2839646,-0.13313515,1.2723913,-1.0789566,-0.9084038,1,4,3,6,5,2,2025-01-03-10-若 松,126.9,"[1.4836727380752563, -1.2839646339416504, -0.13313515484333038, 1.2723913192749023, -1.0789566040039062, -0.9084038138389587]","[1, 4, 3, 6, 5, 2]",3.2774350710520156e-05,466
1.4474047,0.54640764,0.74220383,0.121762894,-1.2625461,-2.640118,2,4,1,3,5,6,2025-01-03-11-若 松,113.7,"[1.4474047422409058, 0.5464076399803162, 0.7422038316726685, 0.12176289409399033, -1.2625460624694824, -2.640117883682251]","[2, 4, 1, 3, 5, 6]",0.02917247564858559,8
0.5944401,1.6435422,-0.1719997,-0.7696546,-2.0540814,-0.77139616,3,1,4,6,5,2,2025-01-03-12-若 松,112.9,"[0.5944401025772095, 1.6435421705245972, -0.17199969291687012, -0.7696545720100403, -2.054081439971924, -0.7713961601257324]","[3, 1, 4, 6, 5, 2]",0.0051651451952897135,46
1.2413224,0.076769605,-0.70565385,0.019669125,-1.626555,-1.5828711,2,4,1,3,5,6,2025-01-04-01-若 松,36.6,"[1.24132239818573, 0.07676960527896881, -0.7056538462638855, 0.019669124856591225, -1.6265549659729004, -1.5828710794448853]","[2, 4, 1, 3, 5, 6]",0.006450192287357474,43
1.5023541,-1.1864748,-0.39120314,-0.3919362,-1.7213877,-0.562223,1,2,5,4,6,3,2025-01-04-02-若 松,43.0,"[1.5023541450500488, -1.1864748001098633, -0.3912031352519989, -0.39193621277809143, -1.7213877439498901, -0.5622230172157288]","[1, 2, 5, 4, 6, 3]",0.007826438415764863,38
1.5126263,-0.3910954,-1.1180061,-0.77823246,-0.39857763,-1.3959678,1,6,4,2,3,5,2025-01-04-03-若 松,30.0,"[1.51262629032135, -0.3910953998565674, -1.1180061101913452, -0.7782324552536011, -0.39857763051986694, -1.3959678411483765]","[1, 6, 4, 2, 3, 5]",0.003093885992111971,101
-0.07208984,0.15197381,-1.2122947,1.530624,-1.4157873,-1.0456674,2,1,3,4,6,5,2025-01-04-04-若 松,117.0,"[-0.07208984345197678, 0.15197381377220154, -1.2122946977615356, 1.5306240320205688, -1.4157873392105103, -1.0456674098968506]","[2, 1, 3, 4, 6, 5]",0.0006250397676989713,231
1.459006,-0.36296088,-1.0643789,0.169447,-1.2619592,-1.3296444,1,3,5,4,2,6,2025-01-04-05-若 松,50.2,"[1.4590059518814087, -0.3629608750343323, -1.0643788576126099, 0.16944700479507446, -1.261959195137024, -1.3296444416046143]","[1, 3, 5, 4, 2, 6]",0.006481050009997195,47
1.5660384,-1.0066061,-1.1037778,0.24554062,-1.7428051,-1.070516,1,4,3,2,5,6,2025-01-04-06-若 松,12.0,"[1.5660383701324463, -1.006606101989746, -1.1037777662277222, 0.24554061889648438, -1.7428051233291626, -1.0705159902572632]","[1, 4, 3, 2, 5, 6]",0.01286792677614261,16
1.5889602,-0.11685461,-0.065020315,-1.3155379,-0.9213738,-0.93406415,2,5,1,3,6,4,2025-01-04-07-若 松,179.4,"[1.5889601707458496, -0.11685460805892944, -0.06502031534910202, -1.315537929534912, -0.9213737845420837, -0.9340641498565674]","[2, 5, 1, 3, 6, 4]",0.0019152682166321759,137
1.6633221,-0.47495744,-0.373425,-1.026689,-2.5571277,0.33849943,1,6,2,3,5,4,2025-01-04-08-若 松,9.9,"[1.6633220911026, -0.4749574363231659, -0.3734250068664551, -1.026689052581787, -2.5571277141571045, 0.33849942684173584]","[1, 6, 2, 3, 5, 4]",0.0014742082193227872,106
1.4189508,0.45493004,0.64623976,-1.5718955,-1.4096934,-1.4093112,1,4,6,2,3,5,2025-01-04-09-若 松,76.1,"[1.4189507961273193, 0.45493003726005554, 0.6462397575378418, -1.5718954801559448, -1.4096933603286743, -1.4093111753463745]","[1, 4, 6, 2, 3, 5]",7.281281520954141e-05,388
1.2894943,0.10585537,-0.18322556,-0.28904206,-1.8924315,-2.1490464,1,2,3,4,6,5,2025-01-04-10-若 松,4.1,"[1.289494276046753, 0.10585536807775497, -0.18322555720806122, -0.28904205560684204, -1.8924314975738525, -2.1490464210510254]","[1, 2, 3, 4, 6, 5]",0.02994347974197936,4
1.4170326,-0.77917063,0.19364657,-0.9182501,-0.21570691,-2.3847928,6,5,1,2,3,4,2025-01-04-11-若 松,140.4,"[1.4170325994491577, -0.7791706323623657, 0.19364656507968903, -0.9182500839233398, -0.21570691466331482, -2.3847928047180176]","[6, 5, 1, 2, 3, 4]",3.3665109331779176e-06,616
1.4159192,-0.13686754,1.0316162,-1.7434,-0.74006987,-1.8227983,2,4,1,5,6,3,2025-01-04-12-若 松,48.1,"[1.4159191846847534, -0.13686753809452057, 1.0316162109375, -1.743399977684021, -0.7400698661804199, -1.822798252105713]","[2, 4, 1, 5, 6, 3]",0.0034020792289564702,66
1.3265179,0.64497834,-0.5547355,-0.85429084,-1.9427894,-1.2675292,3,1,6,5,2,4,2025-01-05-01-若 松,361.7,"[1.326517939567566, 0.6449783444404602, -0.5547354817390442, -0.8542908430099487, -1.9427894353866577, -1.2675292491912842]","[3, 1, 6, 5, 2, 4]",0.0005171558654831494,227
0.7519641,-0.8567032,1.5310054,-0.7896189,-0.6683106,-2.5379906,1,2,3,5,4,6,2025-01-05-02-若 松,31.1,"[0.7519640922546387, -0.8567032217979431, 1.5310053825378418, -0.7896189093589783, -0.6683105826377869, -2.5379905700683594]","[1, 2, 3, 5, 4, 6]",0.00612712247747414,38
1.4247732,0.4624814,0.49928334,0.21691205,-3.1887736,-0.8716062,1,2,5,6,3,4,2025-01-05-03-若 松,96.9,"[1.4247732162475586, 0.46248140931129456, 0.4992833435535431, 0.21691204607486725, -3.1887736320495605, -0.871606171131134]","[1, 2, 5, 6, 3, 4]",0.00013044253571095033,253
0.48569348,-0.26547244,-0.8322496,1.4893491,-1.9786223,1.092441,1,4,5,3,6,2,2025-01-05-04-若 松,19.7,"[0.48569348454475403, -0.2654724419116974, -0.8322495818138123, 1.489349126815796, -1.978622317314148, 1.0924409627914429]","[1, 4, 5, 3, 6, 2]",0.017776072615428934,12
1.0263876,1.2795057,0.38169447,-0.38990524,-1.3338102,-1.9152638,1,2,5,4,3,6,2025-01-05-05-若 松,13.9,"[1.0263875722885132, 1.279505729675293, 0.3816944658756256, -0.38990524411201477, -1.3338102102279663, -1.9152637720108032]","[1, 2, 5, 4, 3, 6]",0.0050650358644722705,51
1.6640348,-0.7450905,0.31023082,0.6092605,-1.5012538,-1.2624645,1,5,2,4,3,6,2025-01-05-06-若 松,101.7,"[1.6640348434448242, -0.7450904846191406, 0.3102308213710785, 0.6092604994773865, -1.5012538433074951, -1.2624645233154297]","[1, 5, 2, 4, 3, 6]",0.006379292297981647,43
1.5648999,-0.33874232,0.8683915,-0.058268435,-1.9443163,-1.2227651,1,2,5,3,4,6,2025-01-05-07-若 松,30.4,"[1.5648999214172363, -0.33874231576919556, 0.8683915138244629, -0.058268435299396515, -1.9443162679672241, -1.2227650880813599]","[1, 2, 5, 3, 4, 6]",0.000930507249275193,158
1.4563172,0.017558236,0.24193005,0.21214041,-1.177797,-0.85683405,1,5,4,2,3,6,2025-01-05-08-若 松,10.8,"[1.4563171863555908, 0.017558235675096512, 0.2419300526380539, 0.21214041113853455, -1.1777969598770142, -0.8568340539932251]","[1, 5, 4, 2, 3, 6]",0.004907499107936969,56
1.2912362,-0.06883075,-0.09819702,0.9940995,0.06805534,-2.4900641,1,2,3,4,5,6,2025-01-05-09-若 松,22.8,"[1.291236162185669, -0.06883075088262558, -0.09819702059030533, 0.994099497795105, 0.06805533915758133, -2.4900641441345215]","[1, 2, 3, 4, 5, 6]",0.007909127583701445,41
1.6924107,0.33808383,0.28391045,-0.53813547,-1.2109175,-1.9391621,2,1,4,3,6,5,2025-01-05-10-若 松,119.9,"[1.6924107074737549, 0.33808383345603943, 0.28391045331954956, -0.5381354689598083, -1.2109174728393555, -1.9391621351242065]","[2, 1, 4, 3, 6, 5]",0.006452243514243884,40
1.5737456,0.6630999,-1.1412967,-0.2757419,-0.48815146,-0.9096104,3,1,5,4,6,2,2025-01-05-11-若 松,395.4,"[1.573745608329773, 0.6630998849868774, -1.1412967443466187, -0.27574190497398376, -0.4881514608860016, -0.909610390663147]","[3, 1, 5, 4, 6, 2]",0.0014488714974161456,166
1.6043727,-0.63955003,0.111287095,-0.7335603,-0.18076281,-0.45101884,1,5,2,6,3,4,2025-01-05-12-若 松,5.2,"[1.6043727397918701, -0.6395500302314758, 0.11128709465265274, -0.73356032371521, -0.18076281249523163, -0.4510188400745392]","[1, 5, 2, 6, 3, 4]",0.012307914295022685,1
1.1605835,-0.35556433,-0.008613207,-0.7232846,-1.5043867,-1.4789689,1,3,2,4,5,6,2025-01-06-01-若 松,24.1,"[1.16058349609375, -0.35556432604789734, -0.008613207377493382, -0.7232846021652222, -1.5043866634368896, -1.478968858718872]","[1, 3, 2, 4, 5, 6]",0.022704797021957747,2
0.41433057,0.17089882,-0.27437,1.0007366,-1.8409139,-1.9685088,2,1,5,4,3,6,2025-01-06-02-若 松,24.2,"[0.4143305718898773, 0.17089882493019104, -0.274370014667511, 1.0007365942001343, -1.8409138917922974, -1.9685088396072388]","[2, 1, 5, 4, 3, 6]",0.001395972085731908,129
0.800125,0.036048733,-1.0458153,-0.5948061,-0.0015136396,-1.3573291,1,6,3,2,5,4,2025-01-06-03-若 松,131.1,"[0.800125002861023, 0.036048732697963715, -1.045815348625183, -0.5948060750961304, -0.0015136395813897252, -1.3573291301727295]","[1, 6, 3, 2, 5, 4]",0.000518793804890725,356
0.93865347,-0.6725828,0.052978914,0.06744487,-1.6873102,-1.0266855,1,4,5,2,6,3,2025-01-06-04-若 松,13.9,"[0.9386534690856934, -0.6725828051567078, 0.052978914231061935, 0.06744486838579178, -1.6873102188110352, -1.0266854763031006]","[1, 4, 5, 2, 6, 3]",0.006328210357226431,41
0.6498263,0.7368144,-0.31197035,-0.43807212,-1.8595787,-1.2550634,5,6,3,1,2,4,2025-01-06-05-若 松,418.9,"[0.6498262882232666, 0.7368143796920776, -0.3119703531265259, -0.4380721151828766, -1.8595787286758423, -1.2550634145736694]","[5, 6, 3, 1, 2, 4]",1.544531862609472e-05,695
0.8538583,-0.43973348,0.24868385,-0.20065758,-2.3015597,-0.78293616,1,4,2,3,5,6,2025-01-06-06-若 松,3.7,"[0.8538582921028137, -0.43973347544670105, 0.2486838549375534, -0.20065757632255554, -2.3015596866607666, -0.782936155796051]","[1, 4, 2, 3, 5, 6]",0.006300537524607412,40
1.0230247,-0.09380288,-0.7565265,-0.50711715,-1.0224279,-0.7682563,1,2,4,5,6,3,2025-01-06-07-若 松,6.8,"[1.0230246782302856, -0.09380287677049637, -0.756526529788971, -0.5071171522140503, -1.0224279165267944, -0.7682563066482544]","[1, 2, 4, 5, 6, 3]",0.0081174662514225,9
0.96641815,0.19166438,-0.5915019,-0.68415684,-1.1985115,-1.1767882,1,3,5,2,4,6,2025-01-06-08-若 松,13.8,"[0.9664181470870972, 0.19166438281536102, -0.5915018916130066, -0.6841568350791931, -1.1985114812850952, -1.1767882108688354]","[1, 3, 5, 2, 4, 6]",0.0071034420428801445,26
1.1261388,-0.14709488,-0.4297808,-0.6491742,-1.2144613,-1.43967,1,2,6,4,5,3,2025-01-06-09-若 松,56.8,"[1.1261388063430786, -0.14709487557411194, -0.4297808110713959, -0.6491742134094238, -1.214461326599121, -1.4396699666976929]","[1, 2, 6, 4, 5, 3]",0.002832201207516709,111
-0.49378335,0.18638267,-0.08962676,1.2008928,-2.9275358,-0.4751443,6,4,1,3,5,2,2025-01-06-10-若 松,364.9,"[-0.4937833547592163, 0.18638266623020172, -0.08962675929069519, 1.2008928060531616, -2.9275357723236084, -0.47514429688453674]","[6, 4, 1, 3, 5, 2]",0.00048366499847979176,187
0.2850067,0.39761856,-1.373499,0.5415859,-0.751032,-1.5947315,2,6,5,1,3,4,2025-01-06-11-若 松,43.7,"[0.28500670194625854, 0.3976185619831085, -1.3734990358352661, 0.5415859222412109, -0.7510319948196411, -1.5947314500808716]","[2, 6, 5, 1, 3, 4]",0.00033089702650754586,341
0.69920015,0.34831953,-0.53944904,-0.46248317,-0.6942189,-1.9122298,4,3,5,6,1,2,2025-01-06-12-若 松,774.9,"[0.6992001533508301, 0.34831953048706055, -0.5394490361213684, -0.46248316764831543, -0.6942188739776611, -1.9122297763824463]","[4, 3, 5, 6, 1, 2]",0.00026673151591506976,394
1.4262995,-0.42412993,-0.9438187,-1.0940909,-1.0483013,-0.31645274,1,4,3,6,5,2,2025-01-13-01-若 松,66.8,"[1.4262994527816772, -0.4241299331188202, -0.9438186883926392, -1.0940909385681152, -1.048301339149475, -0.3164527416229248]","[1, 4, 3, 6, 5, 2]",0.010483688433466138,10
-0.83399117,0.9165737,-0.32274774,0.6965257,-2.9538934,-1.0083419,1,4,5,2,6,3,2025-01-13-02-若 松,112.4,"[-0.8339911699295044, 0.916573703289032, -0.32274773716926575, 0.6965256929397583, -2.9538934230804443, -1.008341908454895]","[1, 4, 5, 2, 6, 3]",0.0018088614349227761,91
0.8227575,-2.0677917,0.6920962,-1.1652025,-1.1578228,0.08236678,4,6,1,5,3,2,2025-01-13-03-若 松,45.2,"[0.8227574825286865, -2.067791700363159, 0.6920961737632751, -1.1652024984359741, -1.157822847366333, 0.08236677944660187]","[4, 6, 1, 5, 3, 2]",0.0053361977360594365,57
-0.05210433,1.0709573,-1.5642896,0.18314317,-2.4201775,-0.11904788,4,1,6,3,5,2,2025-01-13-04-若 松,73.1,"[-0.05210433155298233, 1.0709573030471802, -1.5642895698547363, 0.18314316868782043, -2.420177459716797, -0.11904788017272949]","[4, 1, 6, 3, 5, 2]",0.013820801516658899,16
1.096105,0.016464975,-1.29187,0.1028435,-2.1941762,-1.6063752,1,3,5,2,4,6,2025-01-13-05-若 松,4.5,"[1.0961049795150757, 0.016464974731206894, -1.2918699979782104, 0.1028435006737709, -2.194176197052002, -1.6063752174377441]","[1, 3, 5, 2, 4, 6]",0.014922697081470248,13
1.0155685,-0.14938428,0.09843063,-0.6419331,-2.699267,-0.83270794,4,2,1,5,6,3,2025-01-13-06-若 松,38.2,"[1.015568494796753, -0.1493842750787735, 0.09843063354492188, -0.6419330835342407, -2.6992669105529785, -0.832707941532135]","[4, 2, 1, 5, 6, 3]",0.0029743672767365975,78
0.4075735,0.9628726,-0.8149928,-1.3021259,-0.40774646,-1.1193199,6,1,4,5,2,3,2025-01-13-07-若 松,21.4,"[0.40757349133491516, 0.9628726243972778, -0.8149927854537964, -1.3021259307861328, -0.40774646401405334, -1.1193199157714844]","[6, 1, 4, 5, 2, 3]",0.0003654478315438856,337
0.8069087,-0.21324492,0.39085177,-0.1520711,-1.8105253,-1.726776,1,2,4,3,6,5,2025-01-13-08-若 松,5.6,"[0.8069087266921997, -0.21324491500854492, 0.390851765871048, -0.15207110345363617, -1.8105252981185913, -1.7267760038375854]","[1, 2, 4, 3, 6, 5]",0.012303849675996197,18
1.3801187,-0.376965,-0.6743162,-1.3834046,-1.6810019,-0.5898661,1,3,4,6,5,2,2025-01-13-09-若 松,21.1,"[1.380118727684021, -0.3769649863243103, -0.6743162274360657, -1.3834046125411987, -1.681001901626587, -0.5898661017417908]","[1, 3, 4, 6, 5, 2]",0.015767614570164807,9
1.0137365,-0.91413826,0.9733699,-1.058849,-1.7494215,-0.9251491,1,5,6,4,3,2,2025-01-13-10-若 松,46.6,"[1.0137364864349365, -0.9141382575035095, 0.9733698964118958, -1.0588489770889282, -1.74942147731781, -0.9251490831375122]","[1, 5, 6, 4, 3, 2]",2.685103060735745e-05,496
1.1722642,-0.5092639,-0.40465903,-0.31299484,-2.0178156,-0.6614512,1,2,3,5,6,4,2025-01-13-11-若 松,8.2,"[1.1722642183303833, -0.5092638731002808, -0.4046590328216553, -0.3129948377609253, -2.017815589904785, -0.6614512205123901]","[1, 2, 3, 5, 6, 4]",0.012852450832889864,18
0.82952183,-1.4615943,0.31940746,0.03478136,-1.2827821,-0.71784616,1,6,2,3,4,5,2025-01-13-12-若 松,10.1,"[0.8295218348503113, -1.4615943431854248, 0.31940746307373047, 0.034781359136104584, -1.2827820777893066, -0.717846155166626]","[1, 6, 2, 3, 4, 5]",0.015592087291626401,6
1.2748153,-1.7351075,-1.3236785,0.16266249,-0.75626737,-0.9938617,1,5,6,3,2,4,2025-01-14-01-若 松,16.1,"[1.274815320968628, -1.7351075410842896, -1.3236784934997559, 0.16266249120235443, -0.7562673687934875, -0.9938616752624512]","[1, 5, 6, 3, 2, 4]",0.012150113093646834,15
0.63408077,-1.5117811,-0.017225498,0.6403841,-1.9844481,-1.0416212,1,6,3,2,4,5,2025-01-14-02-若 松,23.6,"[0.6340807676315308, -1.511781096458435, -0.01722549833357334, 0.6403840780258179, -1.9844480752944946, -1.041621208190918]","[1, 6, 3, 2, 4, 5]",0.012560683391636566,18
