race_key,trifecta_odds,scores,ranks,true_order_prob,true_order_rank
若松_20250424_11,8.3,"[2.671095132827759, 2.5164918899536133, -0.5456230044364929, 0.059130944311618805, 0.10739104449748993, -0.30858510732650757]","[1, 2, 6, 5, 3, 4]",0.02374203670545601,5
若松_20250424_12,220.5,"[3.7345311641693115, 0.8789789080619812, 1.321914792060852, 1.792205810546875, 1.0723148584365845, 0.8121562004089355]","[2, 6, 5, 4, 1, 3]",0.0017246706371948283,159
若松_20250424_2,131.0,"[0.5630844831466675, 0.18800871074199677, 2.2684130668640137, 1.1819429397583008, 1.1813387870788574, -1.0501426458358765]","[5, 3, 6, 1, 2, 4]",1.4270721054222795e-05,609
若松_20250424_3,211.5,"[2.5791923999786377, 1.0879871845245361, -0.6320184469223022, 0.16545729339122772, 1.756223440170288, 1.224989891052246]","[3, 6, 5, 2, 1, 4]",0.0005834191890444238,220
若松_20250424_4,44.8,"[1.3573135137557983, 2.280388355255127, 0.8500710129737854, 1.5330078601837158, -0.6842067837715149, -0.4933300316333771]","[1, 4, 2, 3, 6, 5]",0.0034300011542495253,71
若松_20250424_5,3.9,"[3.1112823486328125, 1.0204401016235352, 0.49226388335227966, 1.2054904699325562, -0.9150969386100769, 0.9250982999801636]","[1, 2, 4, 3, 5, 6]",0.003663497505074234,59
若松_20250424_6,18.5,"[2.291259527206421, 1.7322522401809692, 0.8999238610267639, -0.1145116314291954, -0.20560318231582642, 0.2178540676832199]","[2, 1, 3, 6, 4, 5]",0.012750200766826904,14
若松_20250424_7,49.6,"[3.650197744369507, 2.5864980220794678, -0.9825069904327393, 0.508274257183075, -0.5551537871360779, 0.2583637535572052]","[1, 5, 4, 2, 6, 3]",0.0001405864284924621,192
若松_20250424_8,5.4,"[2.8001749515533447, 1.847444772720337, 0.9930533170700073, -1.3681126832962036, 0.2549706995487213, -0.8861148953437805]","[1, 3, 2, 6, 5, 4]",0.019769389857869493,13
若松_20250424_9,10.4,"[2.799025535583496, 0.5696089267730713, -1.2348628044128418, 0.22064433991909027, -0.08146167546510696, -0.42562878131866455]","[1, 5, 4, 3, 2, 6]",0.003591803964945758,72
若松_20250425_1,472.1,"[0.7270223498344421, -0.9478363990783691, -1.0569511651992798, -0.4489375948905945, 0.058431316167116165, -0.551779568195343]","[4, 1, 5, 2, 3, 6]",0.0007068985366089212,347
若松_20250425_10,101.6,"[1.2313306331634521, -1.427651286125183, -1.4433039426803589, -1.196495771408081, 0.6770152449607849, 1.2280189990997314]","[5, 4, 6, 2, 3, 1]",0.0003363294396021099,210
若松_20250425_11,12.2,"[2.412609815597534, -0.7961792945861816, -1.3426666259765625, -0.21567700803279877, 0.5828970670700073, -0.18157975375652313]","[1, 4, 6, 3, 5, 2]",0.005621638673610009,48
若松_20250425_12,68.2,"[2.6653895378112793, -0.1541537493467331, -0.10626573860645294, -1.5107184648513794, -0.8011796474456787, -1.4552643299102783]","[1, 5, 4, 3, 6, 2]",0.0018033986498350325,107
若松_20250425_2,86.4,"[-1.631535530090332, 0.3021758496761322, 0.7670421600341797, 0.793163537979126, -1.0488781929016113, -0.3022693693637848]","[4, 3, 1, 2, 6, 5]",0.007426486044917946,36
若松_20250425_3,27.1,"[-0.12021149694919586, 0.1672709584236145, -0.7871034145355225, -0.4476275146007538, -0.08902841061353683, -0.009894679300487041]","[5, 1, 6, 3, 4, 2]",0.0035136143931401103,32
若松_20250425_4,74.7,"[2.2592508792877197, -1.1841760873794556, 0.6168463826179504, -0.02840200439095497, 1.761390209197998, 0.03258756175637245]","[1, 6, 2, 5, 4, 3]",0.007198778007599622,37
若松_20250425_5,4.0,"[2.997606039047241, 1.0624473094940186, -0.9069076776504517, 0.4620591104030609, -1.1044327020645142, -0.29391711950302124]","[1, 2, 6, 3, 5, 4]",0.04392453678678785,2
若松_20250425_6,36.0,"[1.1223102807998657, -1.038130283355713, 0.16621644794940948, 0.5624061822891235, 1.820317029953003, 0.41064295172691345]","[6, 4, 1, 5, 2, 3]",0.00022607975802032987,415
若松_20250425_7,13.5,"[2.4526472091674805, -1.5741008520126343, 1.1538074016571045, -1.7669316530227661, -0.19789466261863708, 1.16608726978302]","[2, 5, 1, 6, 4, 3]",0.03270448933318921,6
若松_20250425_8,4.2,"[3.5210022926330566, 1.9123512506484985, 0.7004490494728088, -1.0233186483383179, -0.4058748483657837, -0.538875162601471]","[1, 2, 3, 5, 4, 6]",0.0437237937737547,3
若松_20250425_9,23.0,"[2.0752921104431152, -1.9016300439834595, -0.5972297191619873, -2.00938081741333, 0.29256775975227356, 0.6067675352096558]","[3, 6, 2, 4, 5, 1]",0.0005132549889485406,159
若松_20250426_1,40.4,"[1.4140875339508057, -2.193497896194458, -1.899170160293579, -1.0935503244400024, -0.8914349675178528, -1.8994089365005493]","[1, 5, 6, 3, 4, 2]",0.008774907461069627,34
若松_20250426_10,7.3,"[1.8645312786102295, -0.03980223834514618, 1.4501399993896484, 0.2667548358440399, -1.1151173114776611, -1.7305656671524048]","[1, 2, 3, 4, 6, 5]",0.011602715774273986,26
若松_20250426_11,4.3,"[1.967866063117981, 0.09786046296358109, -1.755501627922058, -0.690458357334137, -0.10769534111022949, -1.4322479963302612]","[1, 2, 5, 4, 3, 6]",0.030752586987374358,3
若松_20250426_12,6.3,"[1.9580295085906982, 0.6936662793159485, 0.08731140941381454, -0.9912081956863403, 0.8331855535507202, -0.8176172971725464]","[1, 2, 3, 6, 4, 5]",0.017912523435256907,7
若松_20250426_2,17.2,"[0.06875383853912354, -0.519927978515625, 0.836786687374115, -0.049852997064590454, -0.16027608513832092, -1.440517544746399]","[2, 4, 1, 5, 3, 6]",0.009581188696047946,12
若松_20250426_3,119.6,"[1.153122067451477, 0.46706709265708923, 0.7665789723396301, 0.042403701692819595, 1.56954824924469, -1.4206584692001343]","[6, 4, 1, 3, 2, 5]",0.0002854015335816508,336
若松_20250426_4,160.1,"[1.1707414388656616, -0.4777773320674896, 0.1671363264322281, 1.3227874040603638, 0.7077630758285522, 0.8326613903045654]","[2, 6, 1, 4, 3, 5]",0.0025179927776364046,120
若松_20250426_5,6.4,"[3.379551410675049, 1.746134877204895, 0.2497788518667221, 0.7562324404716492, -0.7519328594207764, -1.1215786933898926]","[1, 3, 6, 2, 5, 4]",0.004936874377369058,47
若松_20250426_6,8.0,"[3.28706955909729, -1.239845871925354, 1.4762020111083984, -0.3690530061721802, 0.1271498054265976, 0.023541217669844627]","[2, 5, 1, 4, 6, 3]",0.0024716255395075943,76
若松_20250426_7,12.2,"[3.0464508533477783, 0.550735354423523, 1.2541580200195312, 0.009091989137232304, -1.02383291721344, -0.07204004377126694]","[1, 2, 3, 5, 6, 4]",0.03053838531577113,6
若松_20250426_8,16.7,"[2.7921829223632812, 0.9588631391525269, -0.26029688119888306, 0.27662193775177, -0.9768043160438538, -0.5330943465232849]","[1, 2, 4, 3, 5, 6]",0.025672429595050096,5
若松_20250426_9,7.3,"[1.5274518728256226, 1.5459915399551392, 1.145808219909668, -0.9588727951049805, 1.8864985704421997, -0.20913074910640717]","[1, 3, 2, 5, 6, 4]",9.848635771593041e-05,419
若松_20250429_1,194.4,"[-1.8842333555221558, 0.3575533330440521, -0.5342366099357605, -2.2275826930999756, 0.005427755881100893, -0.5570725798606873]","[6, 3, 1, 4, 2, 5]",0.003025698852933437,84
若松_20250429_10,76.5,"[2.3053388595581055, 0.24281150102615356, -0.9134674668312073, -0.053843360394239426, 1.0687676668167114, -1.2231258153915405]","[2, 4, 5, 1, 3, 6]",0.008945989387011282,30
若松_20250429_11,35.1,"[3.075690269470215, 0.14898283779621124, 0.6286647319793701, -0.7096922397613525, -0.11716199666261673, -0.5510411262512207]","[1, 4, 2, 5, 3, 6]",0.020871461222008256,6
若松_20250429_12,15.8,"[1.8455039262771606, 0.041538093239068985, 0.09129828959703445, -1.537805438041687, -0.2004677951335907, -0.6367507576942444]","[1, 3, 2, 4, 6, 5]",0.004038546713188287,60
若松_20250429_2,115.2,"[3.64437198638916, -1.4798866510391235, -0.49355587363243103, -0.5026395320892334, -0.2496969848871231, -1.3111984729766846]","[1, 4, 2, 5, 6, 3]",0.0020347866537360412,102
若松_20250429_3,188.8,"[1.9409962892532349, 0.4765309989452362, 0.049994129687547684, 0.02287588082253933, -1.2738758325576782, -0.34893518686294556]","[3, 2, 4, 1, 6, 5]",0.003816556771624915,70
若松_20250429_4,15.2,"[0.6390876173973083, -0.7445030808448792, 0.3435373306274414, -0.6519490480422974, 1.6848562955856323, -0.3293966054916382]","[1, 3, 4, 5, 2, 6]",0.003912465261032044,78
若松_20250429_5,3.6,"[3.1208834648132324, -0.16881538927555084, -1.026597261428833, 1.0161499977111816, -1.2601591348648071, -1.4021950960159302]","[1, 2, 6, 3, 4, 5]",0.01543464417590108,19
若松_20250429_6,7.0,"[2.8664681911468506, 0.49148237705230713, -0.5866286754608154, -1.340058445930481, -0.2198219895362854, -1.3667770624160767]","[1, 2, 6, 5, 3, 4]",0.01263233391553617,24
若松_20250429_7,9.0,"[2.1349191665649414, -0.427192747592926, -0.7102147340774536, 0.7698690295219421, 2.897637128829956, -1.1384754180908203]","[1, 5, 6, 3, 2, 4]",0.017344059101832104,16
若松_20250429_8,137.1,"[2.0921263694763184, -0.7841607928276062, -1.775922179222107, -1.167990803718567, -0.7321146726608276, -0.1713898926973343]","[2, 1, 6, 4, 5, 3]",0.004027291263161152,72
若松_20250429_9,11.8,"[1.648305058479309, -1.9086331129074097, -1.4161967039108276, -1.1796029806137085, -1.4875918626785278, -1.8375451564788818]","[1, 5, 2, 3, 6, 4]",0.00801363584768876,38
若松_20250504_1,11.8,"[3.128211736679077, -0.6133638024330139, -1.2497999668121338, -0.8753432035446167, -0.797264575958252, -1.7444654703140259]","[1, 3, 2, 6, 5, 4]",0.004219499451527042,74
若松_20250504_10,388.8,"[1.0410724878311157, -0.0013132498133927584, 0.8642634153366089, -1.6918565034866333, 0.5542799234390259, -1.2002896070480347]","[5, 1, 2, 6, 3, 4]",0.0011095048674062086,157
若松_20250504_11,6.0,"[2.9430179595947266, -0.7313327193260193, 1.6023668050765991, -1.0214802026748657, -1.0298113822937012, -1.7034932374954224]","[1, 5, 2, 3, 6, 4]",0.015663684857832344,15
若松_20250504_12,9.2,"[3.1702864170074463, 1.7475955486297607, -0.22216297686100006, 0.3123370409011841, 1.0528489351272583, -1.6618847846984863]","[1, 2, 5, 3, 4, 6]",0.05636006479484641,4
若松_20250504_2,31.8,"[1.935245394706726, 0.8323485255241394, 0.6596959233283997, 1.897200584411621, -0.18648533523082733, -1.441933512687683]","[1, 3, 5, 2, 4, 6]",0.021834803434326585,7
若松_20250504_3,41.4,"[0.9590027928352356, -0.3417245149612427, 0.09625796973705292, -0.5755482912063599, -0.16452544927597046, 0.7653288245201111]","[2, 4, 3, 6, 5, 1]",0.008294564423530455,5
若松_20250504_4,54.4,"[1.7219218015670776, 0.6291065216064453, 2.246685028076172, -1.623100757598877, 1.336025595664978, 0.68324214220047]","[5, 1, 2, 6, 3, 4]",0.0029769575437812597,78
若松_20250504_5,3.8,"[3.208146095275879, 2.1376428604125977, -1.6258682012557983, -0.545184850692749, -1.3368531465530396, -0.7105711698532104]","[1, 2, 6, 3, 5, 4]",0.06749544790452687,1
若松_20250504_6,59.9,"[-1.7422943115234375, -0.286170095205307, -0.7318172454833984, -1.387077808380127, 1.3375815153121948, -1.3293185234069824]","[6, 2, 4, 3, 1, 5]",0.017429991343523143,6
若松_20250504_7,12.5,"[3.7004499435424805, 0.7266534566879272, -0.19102784991264343, -1.795634150505066, 0.34844014048576355, -1.0174802541732788]","[1, 3, 2, 5, 6, 4]",0.0015327645196206224,85
若松_20250504_8,161.5,"[1.122076392173767, 0.2924736440181732, 0.8538755178451538, -0.6795299649238586, -1.295653223991394, -0.6940540075302124]","[5, 2, 1, 3, 6, 4]",0.0009557242721114972,208
若松_20250504_9,264.2,"[-0.1651221066713333, 0.5734555125236511, -0.03830130025744438, -0.5975391864776611, -1.102665901184082, -2.4141132831573486]","[5, 3, 1, 2, 6, 4]",0.0009547290204591468,180
若松_20250515_1,9.3,"[1.0482203960418701, 1.2924015522003174, -0.2896614968776703, -0.4244077205657959, -0.5732724666595459, -0.8979442715644836]","[1, 3, 2, 4, 5, 6]",0.006466082613080591,38
若松_20250515_10,18.7,"[3.102665424346924, 0.5193541049957275, 0.5844094753265381, 2.6356518268585205, 2.2733712196350098, -1.2518634796142578]","[1, 4, 6, 2, 3, 5]",0.010096274678403596,22
若松_20250515_11,29.2,"[2.497236728668213, -0.5720862150192261, 1.5012346506118774, -0.19124014675617218, 0.9231541752815247, -0.8232095837593079]","[1, 5, 3, 4, 2, 6]",0.029764477546605113,4
若松_20250515_12,32.2,"[3.107646942138672, 1.2793068885803223, 3.0289034843444824, 0.11272147297859192, 0.565483808517456, -0.24486897885799408]","[2, 3, 1, 6, 4, 5]",0.03040509701735659,7
若松_20250515_2,57.5,"[-0.9156022071838379, 2.345132827758789, 0.7781175374984741, -0.9407427906990051, 1.4773054122924805, -0.6503585577011108]","[4, 1, 3, 6, 2, 5]",0.03453911442249438,3
若松_20250515_3,78.9,"[3.9584991931915283, 0.023754825815558434, 1.169482707977295, 0.9138894081115723, -0.3401198089122772, 0.17371110618114471]","[1, 2, 4, 5, 6, 3]",0.006196868051202479,48
若松_20250515_4,30.6,"[-0.49534279108047485, 3.2027018070220947, -0.05536958575248718, 0.10084155201911926, 1.77485191822052, 0.23676544427871704]","[6, 1, 5, 3, 2, 4]",0.032972212993791536,2
若松_20250515_5,61.5,"[2.92862868309021, 2.0044946670532227, -0.2610173523426056, 1.7954291105270386, -0.48293864727020264, 1.0148378610610962]","[3, 2, 4, 1, 5, 6]",0.0011307277311318523,136
若松_20250515_6,40.0,"[4.5733747482299805, 0.6888476610183716, 0.8174780011177063, 0.6932282447814941, 1.6712408065795898, 0.4134822487831116]","[1, 6, 5, 2, 3, 4]",0.00900970923213279,41
若松_20250515_7,97.2,"[3.354538917541504, -0.5158601403236389, 2.6155624389648438, 2.3243777751922607, -0.4515346884727478, 2.374309778213501]","[4, 5, 2, 3, 6, 1]",0.00501115064289524,43
若松_20250515_8,6.7,"[3.4109654426574707, 0.6439710855484009, 1.004647135734558, -0.9869575500488281, 0.6368488669395447, 0.02555225044488907]","[1, 2, 3, 4, 6, 5]",0.0034440490425236185,62
若松_20250515_9,125.5,"[3.508918285369873, 1.1875009536743164, 0.9397795796394348, 2.149449110031128, 1.3865199089050293, -0.7681190371513367]","[3, 5, 2, 1, 4, 6]",0.0035298587628759047,60
若松_20250517_1,9.3,"[1.166167974472046, 2.1302616596221924, -0.7540222406387329, 1.6490871906280518, -0.1537266969680786, -1.1147619485855103]","[1, 2, 4, 3, 5, 6]",0.014914526123165812,17
若松_20250517_10,25.7,"[3.1476902961730957, 1.2684880495071411, 2.8182196617126465, -0.5092054605484009, -0.9463441371917725, -0.7238445281982422]","[2, 3, 1, 6, 5, 4]",0.02789209868537212,11
若松_20250517_11,192.7,"[2.530292272567749, 0.11802557110786438, 0.13364672660827637, 0.03711359575390816, 0.10115213692188263, -0.6353146433830261]","[3, 5, 1, 2, 4, 6]",0.000925449702947737,243
若松_20250517_12,210.0,"[1.527953028678894, 2.8720264434814453, 0.65572589635849, 0.796401858329773, 1.2437480688095093, -1.1317546367645264]","[6, 1, 3, 5, 2, 4]",0.0005030850914683961,216
若松_20250517_2,12.1,"[2.556211233139038, 3.1551053524017334, 1.799392819404602, -0.38373038172721863, 1.0120749473571777, 1.127171277999878]","[2, 1, 5, 6, 3, 4]",0.015029319281669628,15
若松_20250517_3,5.4,"[3.774397611618042, 0.5308921933174133, 0.6635692715644836, -0.1348474621772766, 2.412177324295044, -0.31866690516471863]","[1, 5, 2, 4, 3, 6]",0.012306036200977638,23
若松_20250517_4,72.0,"[1.1549006700515747, 0.9496500492095947, 0.3511981666088104, 0.5724547505378723, 3.271815538406372, -0.13970805704593658]","[3, 6, 5, 2, 1, 4]",0.0032803079604151082,90
若松_20250517_5,333.5,"[2.5946061611175537, 0.4130135774612427, -0.0242599043995142, 1.0697919130325317, 1.1679598093032837, -0.6262746453285217]","[5, 6, 3, 2, 1, 4]",3.980185149482158e-05,512
若松_20250517_6,20.3,"[4.186124324798584, -0.7578021287918091, 2.28503680229187, 1.8739606142044067, 0.14209456741809845, -0.6511778235435486]","[2, 4, 3, 1, 5, 6]",0.008087681688180267,29
若松_20250517_7,311.5,"[1.1010249853134155, 2.3004584312438965, 0.9401938319206238, 1.1026307344436646, -0.058894604444503784, 0.6265477538108826]","[4, 5, 6, 2, 1, 3]",0.00010755515233997365,561
若松_20250517_8,27.8,"[4.539948463439941, 1.6248488426208496, 1.6218088865280151, 0.20408867299556732, -0.7296800017356873, -0.8570465445518494]","[1, 3, 4, 2, 5, 6]",0.0183181649336228,13
若松_20250517_9,19.6,"[1.8624411821365356, -0.08899085968732834, 3.1269381046295166, -0.32195335626602173, -0.7263385653495789, -0.46776890754699707]","[2, 5, 1, 4, 6, 3]",0.025407090165699128,8
若松_20250518_1,62.8,"[2.5945653915405273, -1.3097774982452393, 0.5600309371948242, 4.134029388427734, -0.8833881616592407, -1.185089349746704]","[2, 5, 3, 1, 4, 6]",0.08261783670554998,2
若松_20250518_10,70.4,"[3.951335906982422, 1.3734426498413086, 0.2903811037540436, 0.33754292130470276, 1.335694432258606, -1.1340067386627197]","[1, 5, 3, 4, 2, 6]",0.012689218092578789,20
若松_20250518_11,71.9,"[1.610571026802063, 1.1355617046356201, 2.1683754920959473, -1.4020415544509888, 1.1048533916473389, -0.29605889320373535]","[1, 5, 2, 6, 3, 4]",0.009413063098139648,29
若松_20250518_12,22.0,"[2.299248695373535, -1.221773624420166, 1.2194716930389404, -1.3903201818466187, 2.135993719100952, -0.9506056308746338]","[2, 4, 1, 6, 3, 5]",0.013299540591415566,22
若松_20250518_2,11.3,"[2.699204444885254, 1.9810649156570435, -0.9343852996826172, -1.1217652559280396, 0.28237274289131165, -0.5973784327507019]","[1, 2, 4, 5, 3, 6]",0.026066626553282634,8
若松_20250518_3,58.8,"[2.7150516510009766, 3.027827024459839, -0.16011300683021545, -0.5361282825469971, -0.7961789965629578, -0.6356990933418274]","[6, 1, 2, 3, 5, 4]",8.810985309175298e-07,481
若松_20250518_4,82.2,"[0.11217503994703293, -0.07594407349824905, 0.6052526831626892, -1.093837857246399, 2.6337459087371826, 1.8242089748382568]","[2, 6, 1, 5, 4, 3]",0.0002639249729906841,252
若松_20250518_5,4.1,"[4.370849609375, 2.527505397796631, 0.39164048433303833, -1.151351809501648, -0.7854857444763184, -0.7118386626243591]","[1, 2, 3, 5, 4, 6]",0.052480863278002096,4
若松_20250518_6,32.3,"[3.4852685928344727, -0.6721380352973938, 1.8761831521987915, 0.7478268146514893, -0.2875385880470276, -1.020862102508545]","[1, 6, 5, 2, 3, 4]",0.0006509150053091973,134
若松_20250518_7,14.5,"[3.068086862564087, 2.149592876434326, -1.117555856704712, -1.1586800813674927, 3.709055185317993, 1.1083377599716187]","[2, 4, 6, 5, 1, 3]",0.03928564212022886,8
若松_20250518_8,14.0,"[2.00426983833313, -0.14956128597259521, 1.5760122537612915, -0.7397291660308838, 0.686681866645813, -0.9920534491539001]","[2, 4, 1, 6, 3, 5]",0.023962990253230024,6
若松_20250518_9,15.7,"[4.367353916168213, -1.0910460948944092, 0.13739268481731415, -1.2421735525131226, 1.7002547979354858, 0.8159178495407104]","[1, 6, 4, 5, 3, 2]",0.04799147128379028,6
若松_20250519_1,51.9,"[1.937872052192688, 0.7369039058685303, -0.5465823411941528, 0.7506445646286011, 1.9703377485275269, -0.702368974685669]","[2, 4, 5, 3, 1, 6]",0.0299735870445222,1
若松_20250519_10,19.2,"[4.263271808624268, 2.9978349208831787, 0.6468895673751831, -0.9482932090759277, 0.2286444455385208, -0.27979612350463867]","[1, 2, 6, 4, 3, 5]",0.006432660666870702,36
若松_20250519_11,12.9,"[4.442495346069336, 2.194385290145874, 0.06040679290890694, 0.07132235914468765, 2.170046806335449, -0.4589218497276306]","[1, 2, 4, 5, 3, 6]",0.06473959980820503,2
若松_20250519_12,78.7,"[0.9177149534225464, 1.1203014850616455, 0.8324888944625854, -0.08161478489637375, -0.6828403472900391, 0.0534934438765049]","[4, 5, 1, 2, 6, 3]",0.001331301551891996,215
若松_20250519_2,51.6,"[2.775028705596924, 1.6059093475341797, 0.515767514705658, -0.895780086517334, 0.07637427002191544, 1.3016434907913208]","[2, 4, 3, 6, 5, 1]",0.010052593832517772,24
若松_20250519_3,21.4,"[1.5327253341674805, 1.378644347190857, -0.24359004199504852, -0.17632439732551575, -0.5043022036552429, 3.2185792922973633]","[1, 5, 6, 3, 4, 2]",0.0013197283186637736,116
若松_20250519_4,64.5,"[2.2795827388763428, 1.2839831113815308, 0.8722836971282959, 1.0222989320755005, 1.0149013996124268, -0.6997932195663452]","[2, 1, 4, 3, 6, 5]",0.0018945014767605048,116
若松_20250519_5,9.1,"[3.9279561042785645, -0.7422102093696594, 0.41257402300834656, 1.6073646545410156, 0.35147833824157715, -0.8916229605674744]","[1, 4, 3, 2, 5, 6]",0.030593222696737074,7
若松_20250519_6,93.6,"[0.454745888710022, 4.1624369621276855, 1.5735828876495361, 1.047426700592041, -0.09977027028799057, 1.812580943107605]","[5, 1, 2, 4, 6, 3]",0.04292093904971573,2
若松_20250519_7,5.4,"[4.355677127838135, 0.3637322783470154, 1.0099544525146484, 1.785493016242981, 0.6323034167289734, -0.5824065804481506]","[1, 6, 3, 2, 4, 5]",0.022930861868675288,10
若松_20250519_8,26.5,"[2.7922301292419434, 1.396348476409912, 1.3502455949783325, -0.49583694338798523, 2.635380506515503, -0.8316284418106079]","[1, 4, 3, 5, 2, 6]",0.05069550429557014,2
若松_20250519_9,28.0,"[2.8177075386047363, 3.323603630065918, 0.3325519561767578, 0.8138673901557922, 0.9418232440948486, 0.794277012348175]","[1, 6, 5, 2, 3, 4]",5.029452436953677e-06,555
若松_20250520_1,5.5,"[1.5630673170089722, 3.170133113861084, 0.22639384865760803, -0.8030506372451782, -0.2975151836872101, -0.7054694890975952]","[1, 2, 3, 5, 4, 6]",0.012062538907767019,24
若松_20250520_10,107.1,"[1.5621271133422852, 0.7888556718826294, 0.6527958512306213, 1.112351894378662, 2.129730224609375, -0.6414219737052917]","[5, 1, 3, 4, 2, 6]",0.002923212772220147,90
若松_20250520_11,53.2,"[3.8302958011627197, 2.190110921859741, 3.455876350402832, 1.4723795652389526, 2.5638792514801025, 0.13764354586601257]","[1, 5, 2, 6, 4, 3]",0.0032619895679294967,68
若松_20250520_12,8.1,"[4.429844379425049, 2.0527260303497314, 1.6368783712387085, 0.8639984726905823, 1.1770341396331787, -0.740005612373352]","[1, 5, 2, 3, 4, 6]",0.009996801073250032,27
若松_20250520_2,29.8,"[3.279780387878418, 0.0443161278963089, 0.9757276773452759, 4.349931240081787, 3.331298589706421, -0.6103642582893372]","[5, 4, 3, 1, 2, 6]",0.0008475487742327671,84
若松_20250520_3,13.4,"[3.779118299484253, 1.0994418859481812, 1.5156733989715576, -0.16850824654102325, 0.4296340048313141, -0.4887083172798157]","[1, 2, 5, 3, 4, 6]",0.005187039834258134,47
若松_20250520_4,6.7,"[3.4650251865386963, -0.46900472044944763, 1.9703214168548584, 0.25692978501319885, -0.2854864001274109, -0.5644450187683105]","[1, 4, 2, 3, 5, 6]",0.03797159575503742,3
若松_20250520_5,29.8,"[4.645419120788574, 0.2874907851219177, 0.08710320293903351, 0.69069904088974, 1.2443503141403198, -0.3417894244194031]","[1, 2, 6, 4, 3, 5]",0.014171124628395869,21
若松_20250520_6,44.2,"[3.7613823413848877, 0.5331859588623047, 1.392281174659729, 0.7118610739707947, -0.2821042239665985, -0.12458916008472443]","[2, 4, 1, 3, 5, 6]",0.006075012397150271,45
若松_20250520_7,10.6,"[3.3216896057128906, -0.5528518557548523, 0.14378905296325684, -0.24037489295005798, 2.5597598552703857, -0.5851694941520691]","[1, 5, 3, 4, 2, 6]",0.04006551564137704,1
若松_20250520_8,267.2,"[1.9780021905899048, 3.2490293979644775, 0.9529796838760376, 1.20358407497406, 0.10815855860710144, -0.6363480687141418]","[4, 1, 3, 2, 6, 5]",0.008488752241468524,29
若松_20250520_9,104.9,"[2.070371389389038, 1.749822735786438, 0.024686506018042564, 0.4351123869419098, 0.45490655303001404, 1.8851370811462402]","[2, 1, 4, 5, 6, 3]",0.007519523933087863,36
若松_20250523_1,15.5,"[1.4742939472198486, 1.1448633670806885, 0.5413490533828735, -0.8180754780769348, 0.3561229109764099, -0.32631009817123413]","[1, 3, 2, 6, 4, 5]",0.015975509090869415,5
