登番,名前,読み,性別,養成期,25後期,25前期,24後期,24前期,23後期,23前期,22後期,22前期,21後期,21前期,20後期,20前期,19後期,19前期,18後期,18前期,17後期,17前期,16後期,16前期,15後期,15前期,14後期,14前期,13後期,13前期,12後期,12前期,11後期,11前期,10後期,10前期,09後期,09前期,08後期,08前期,07後期,07前期,06後期,06前期,05後期,05前期,04後期,04前期,03後期,03前期,02後期,02前期,01後期,01前期,00後期
4269,杉山裕也,スギヤマ　ヒロナリ　,1,93,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A1,A2,A1,A1,A1,A2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,
4270,岸本雄貴,キシモト　ユウキ　,1,94,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,A2,B1,B1,B1,A2,A2,A2,B1,A2,A2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,,,,,,,,
4271,川崎公靖,カワサキ　キミヤス,1,94,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,A2,A2,B1,B1,A2,B1,B1,B1,A2,A2,B1,A1,B1,B1,B1,B1,B2,B1,B1,B2,B2,,,,,,,,
4272,大場広孝,オオバ　ヒロタカ,1,94,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,B1,B1,B1,B2,,,,,,,,
4273,佐藤旭,サトウ　アキラ,1,94,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,A2,A2,A2,B1,A2,B1,B1,A2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,
4274,長畑友輔,ナガハタ　ユウスケ　,1,94,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,
4275,菅野はやか,カンノ　ハヤカ,2,94,B1,B2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,
4276,鈴木勝博,スズキ　カツヒロ,1,94,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A1,A1,A2,A1,A1,A1,A2,A2,A1,A2,A2,A2,B1,A1,A1,A1,B1,A2,A2,A1,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,
4277,金田大輔,カネダ　ダイスケ　,1,94,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,
4278,藤岡俊介,フジオカ　シユンスケ,1,94,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A1,A2,B1,B1,B1,B1,B1,B2,B1,B1,B2,,,,,,,,
4279,小島寿人,コジマ　ヒサト,1,94,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B1,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,
4280,山本章博,ヤマモト　アキヒロ,1,94,,,,,,,,,,,,,,,,,B1,B2,B1,B2,B1,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,
4281,大澤大夢,オオサワ　ヒロム　,1,94,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A2,A1,B1,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,
4282,黄金井裕子,コガネイ　ユウコ　,2,94,,,,B1,B2,B1,B2,B2,B2,B2,B2,B1,B1,B1,B2,B1,B1,B1,B2,B1,B1,B2,B2,B1,B1,B1,B1,B2,B2,B2,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,
4283,石井裕美,イシイ　ヒロミ,2,94,B1,B1,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B1,B1,B2,B2,B2,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,
4284,山本良一,ヤマモト　リヨウイチ　,1,94,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B1,B1,B2,B1,B1,B2,B1,B2,B2,B1,B2,B2,,,,,,,,
4285,伴将典,バン　マサノリ　,1,94,,,,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B2,B2,B1,B1,B2,B1,B1,B2,B2,B2,,,,,,,,
4286,平田さやか,ヒラタ　サヤカ,2,94,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,B1,A2,B1,A1,A2,A2,A2,A1,A2,A2,B1,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,
4287,今井貴士,イマイ　タカシ,1,94,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A1,A2,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A2,A1,A2,A1,A2,B1,B1,B1,B2,B2,,,,,,,,
4288,永田啓二,ナガタ　ケイジ,1,94,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A2,B1,A2,A1,A1,A1,A1,A1,A2,A1,A2,A1,A1,A1,A2,A1,A1,A2,A1,A2,A2,A1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B2,,,,,,,,
4289,落合直子,オチアイ　ナオコ　,2,94,B1,A2,A2,A1,A2,A1,A1,A2,A2,B1,A1,A2,A2,A1,A2,A1,A2,A2,A2,A1,A2,A2,A2,A2,A2,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B1,B2,B2,B2,,,,,,,,
4290,稲田浩二,イナダ　コウジ,1,94,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,B1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A2,B1,B1,B2,B1,B1,B2,,,,,,,,
4291,山崎紳弘,ヤマサキ　ノブヒロ　,1,94,,,,,,,,,,,,,,,,B1,B2,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,
4292,麻生慎介,アソウ　シンスケ　,1,94,A2,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A1,A2,B1,A2,A1,A2,A1,A1,A1,A1,A1,A2,A1,A2,A1,A2,A1,A2,A1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,
4293,鈴木智啓,スズキ　トモヒロ,1,94,A2,A2,B1,B1,B1,B1,A2,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,
4294,古賀繁輝,コガ　シゲキ　,1,94,A2,A1,A1,A1,A1,A2,A1,B2,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A2,A1,B1,B2,A2,B1,B2,,,,,,,,
4295,小坂尚哉,コサカ　ナオヤ,1,94,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B1,A1,A2,A1,A2,B1,B1,B1,B2,B2,,,,,,,,
4296,岡崎恭裕,オカザキ　ヤスヒロ　,1,94,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B2,A1,A1,A1,A1,A1,B1,A2,B1,B2,,,,,,,,
4297,山田哲也,ヤマダ　テツヤ　,1,95,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A2,A2,A1,A2,A2,A2,A2,B1,B1,B1,B2,,,,,,,,,
4298,宮下元胤,ミヤシタ　モトツグ　,1,95,A2,A2,A2,A2,A2,A2,A1,A1,A2,A2,A2,B1,A2,B2,A2,A2,A2,A2,B1,A2,A2,A2,A2,B1,B1,B1,A2,A2,A2,A2,A2,B1,B1,B1,A2,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,
4299,中島浩哉,ナカシマ　ヒロヤ　,1,95,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,,,,,,,,,
4300,加藤綾,カトウ　アヤ　,2,95,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,A2,B1,A2,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,
4301,関裕也,セキ　ユウヤ　,1,95,B1,B1,B1,B1,B1,B1,A2,A2,A2,A1,B1,A2,A1,A1,A2,A2,A2,B1,A2,A2,A2,A2,A1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,
4302,西野翔太,ニシノ　ショウタ　,1,95,A1,A2,A1,A1,A1,A2,A1,A1,A1,A1,A2,A2,A1,A2,A2,A1,A2,A2,A2,A2,A2,A2,B1,A2,A2,A2,A2,A2,A2,A1,B1,A2,B1,B1,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,
4303,牧原崇,マキハラ　タカシ　,1,95,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,A2,B1,A2,A2,A2,B1,A2,A2,A2,A1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,
4304,藤崎小百合,フジサキ　サユリ,2,95,B1,B2,B2,B2,B2,B1,A1,A2,A2,B1,A2,A2,B1,A1,A1,A1,A2,A1,A1,A1,A2,A2,B1,A2,A2,A2,A2,A2,B1,B1,A2,A2,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,
4305,金子拓矢,カネコ　タクヤ,1,95,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A2,A1,A2,A2,A2,B1,A1,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,
4306,畔柳俊吾,クロヤナギ　シュンゴ　,1,95,B1,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,
4307,村上橋蔵,ムラカミ　ハシゾウ　,1,95,,,,,,,,,,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,
4308,河村了,カワムラ　リョウ　,1,95,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B2,A1,A1,A1,A1,A1,A1,A2,A1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,
4309,坂口明義,サカグチ　アキヨシ　,1,95,,,,,,,,,,,B2,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,,,,,,,,,
4310,横家翔一,ヨコヤ　ショウイチ,1,95,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,
4311,岡村仁,オカムラ　マサシ　,1,95,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A2,B1,A1,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,
4312,齋藤陽介,サイトウ　　ヨウスケ,1,95,,,,,,,,,,,,,,,,,,,,,,B2,B1,B2,B1,B1,B2,B1,B2,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,
4313,西村美智子,ニシムラ　ミチコ　,2,95,B2,B2,A2,A2,A2,B2,A1,A1,A1,A2,A2,B1,A2,A2,B1,B1,A2,B1,A2,B1,B1,B2,B2,A2,B1,B1,B1,B2,B2,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,
4314,青木幸太郎,アオキ　コウタロウ,1,95,A2,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,A2,A2,A2,A2,A2,A1,B1,B1,A2,A2,A2,B1,A2,A2,A1,A1,A1,B1,A2,A2,A1,A2,B1,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,
4315,山崎昂介,ヤマサキ　コウスケ,1,95,B1,A2,B1,B1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,
4316,山口裕太,ヤマグチ　ユウタ,1,95,,,,B2,B1,B1,B1,B2,B1,B1,B1,B1,A2,B1,A2,B1,A1,A2,A1,A2,A2,A2,A1,A1,B1,B1,A2,A2,A2,A2,A2,A2,B2,B1,A2,A2,B1,A2,B1,B1,B1,B2,,,,,,,,,
4317,木村紗友希,キムラ　サユキ,2,95,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B2,B2,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,
4318,桑原将光,クワバラ　マサミツ　,1,95,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A2,A2,A2,A2,B1,B1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B2,B2,,,,,,,,,
4319,三宅潤,ミヤケ　ジュン　,1,95,A2,A2,A2,B1,B1,B1,A2,A2,A1,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,,,,,,,,,
4320,峰竜太,ミネ　リュウタ,1,95,A1,A1,A1,A1,A1,A1,B1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,B1,B1,B2,,,,,,,,,
4321,岩田優一,イワタ　ユウイチ　,1,95,,,,,,,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,A2,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,
4322,永瀬巧,ナガセ　タクミ　,1,95,,,,,,,,,,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,
4323,山田佑樹,ヤマダ　ユウキ　,1,95,B1,A2,B1,A2,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,A2,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1,B2,B2,,,,,,,,,
4324,海野康志郎,ウンノ　コウシロウ,1,95,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A1,A2,A2,A1,A1,B1,A2,B1,B1,B1,B1,B2,,,,,,,,,
4325,新出浩司,シンデ　コウジ,1,96,B1,B1,A2,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,
4326,増田大雅,マスダ　タイガ,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,,,,,,,,,,
4327,加藤翔,カトウ　ショウ,1,96,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,
4328,貞本拓哉,サダモト　タクヤ,1,96,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B1,B1,B2,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,
4329,小松卓司,コマツ　タクジ　,1,96,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,
4330,奈須啓太,ナス　ケイタ　,1,96,A2,B2,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,B1,A2,A2,B1,A2,B1,A2,B1,B2,B2,B1,B2,,,,,,,,,,
4331,三好勇人,ミヨシ　ハヤト,1,96,B1,A2,A2,A2,B1,B1,B1,A2,B1,B1,B1,A2,A2,A2,A1,A1,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,
4332,村上彰一,ムラカミ　ショウイチ　,1,96,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,
4333,村田友也,ムラタ　トモヤ,1,96,,,B2,B1,B1,B1,B1,B1,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,
4334,児玉旭,コダマ　アキラ,1,96,,,,,,,,,,,,,,,,,B1,B2,B2,B1,B1,B2,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,
4335,若林将,ワカバヤシ　ショウ　,1,96,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A1,A2,A2,A2,B1,A2,B1,B1,B1,B2,B2,,,,,,,,,,
4336,松田竜馬,マツダ　タツマ　,1,96,A2,A2,A2,B1,B1,A2,A2,B1,B1,A2,A2,A2,A1,A2,A2,A2,A2,B1,A2,A2,B1,A2,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,
4337,平本真之,ヒラモト　マサユキ,1,96,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,B1,B1,B1,B2,,,,,,,,,,
4338,白石佳江,シライシ　ヨシエ　,2,96,,,,,,,,B1,B2,B1,B2,B1,B2,B1,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,,
4339,平瀬城啓,ヒラセ　クニヒロ　,1,96,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,,
4340,土性雅也,ドショウ　マサヤ,1,96,B2,B1,B1,B1,A2,B1,B1,B1,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,
4341,足立かなえ,アダチ　カナエ　,2,96,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,
4342,谷野錬志,ヤノ　レンシ　,1,96,B1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,B2,A1,A2,A2,A2,A1,A2,B1,B1,B1,B1,B2,B2,,,,,,,,,,
4343,村岡賢,ムラオカ　ケン,1,96,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,
4344,新田雄史,ニッタ　ユウシ,1,96,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,B1,B2,,,,,,,,,,
4345,西舘健,ニシダテ　ケン　,1,96,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,
4346,前田健太郎,マエダケンタロウ,1,96,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,
4347,魚谷香織,ウオタニ　カオリ　,2,96,A2,A2,A1,A1,A2,A2,A1,B2,B2,B2,A2,A1,A2,B2,B2,B2,A2,A1,A1,A1,A1,A2,A1,A1,A2,B2,B2,A2,A1,A1,A1,A1,A1,A2,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,
4348,宮崎奨,ミヤザキ　ススム,1,96,A2,A1,A1,A2,A2,A2,A2,A1,A2,A2,A1,A2,A2,A2,A2,A2,A1,A1,A2,A1,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,
4349,犬童千秋,インドウ　チアキ,2,96,B1,B1,A2,B1,B1,A2,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,,
4350,篠崎元志,シノザキ　モトシ,1,96,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,B1,B1,B1,B2,,,,,,,,,,
4351,里岡右貴,サトオカ　ユウキ　,1,96,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A1,A2,A1,A2,A2,A2,A1,A2,A1,A1,A1,A2,A1,A1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,
4352,下條雄太郎,シモジョウ　ユウタロウ　,1,96,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A1,A2,B1,B1,B1,B1,B1,B2,B1,B1,B2,B2,,,,,,,,,,
4353,下出秀明,シモデ　ヒデアキ　,1,96,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,
4354,古川舞,フルカワ　マイ,2,97,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,
4355,小川広大,オガワ　コウダイ　,1,97,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,
4356,長岡良也,ナガオカ　リョウヤ　,1,97,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A2,A2,B1,B1,B1,A1,A1,A1,A2,A2,A2,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,
